H00001 NP_001005484.1
H01134 NP_001017416.1
H01135 NP_212132.2
H01136 NP_055310.1
H01137 XP_003119023.1
H01138 NP_116241.2
H01139 NP_835739.1
H01140 NP_036315.1
H01141 NP_037471.2
H01142 NP_055103.3
H01143 NP_115813.2
H01144 NP_002624.2
H01145 NP_001166289.1
H01146 NP_001166290.1
H01147 NP_005003.2
H01148 NP_001077061.1
H01149 NP_689702.1
H01150 NP_065976.2
H01151 NP_060681.2
H01152 NP_002218.2
H01153 NP_982289.1
H01154 NP_037542.1
H01155 NP_001005353.1
H01156 NP_055602.1
H01157 XP_003119024.1
H01158 NP_059996.1
H01159 NP_002294.2
H01160 NP_001003679.1
H01161 NP_001003680.1
H01162 NP_002591.2
H01163 NP_001032418.1
H01164 NP_001032417.1
H01165 NP_001032416.1
H01166 NP_115667.2
H01167 NP_689878.2
H01168 NP_005469.2
H01169 NP_079039.4
H01170 NP_996897.2
H01171 NP_001071171.2
H01172 NP_001071168.2
H01173 NP_001071170.2
H01174 NP_001139583.1
H01175 NP_065999.2
H01176 NP_001139582.1
H01177 NP_001071172.1
H01178 NP_001071169.1
H01179 NP_001139584.1
H01180 NP_001139585.1
H01181 NP_055954.1
H01182 NP_001013696.1
H01183 NP_653302.2
H01184 NP_001550.1
H01185 NP_001018077.1
H01186 NP_001018078.1
H01187 NP_001018079.1
H01188 NP_056455.3
H01189 NP_001915.1
H01190 NP_061329.3
H01191 NP_004666.1
H01192 NP_001002292.3
H01193 NP_079187.3
H01194 NP_001180263.1
H01195 XP_002342152.1
H01196 NP_000320.1
H01197 NP_060249.2
H01198 NP_001107592.1
H01199 NP_065845.1
H01200 NP_060238.3
H01201 NP_004759.1
H01202 NP_001177916.1
H01203 NP_110443.3
H01204 NP_001026863.1
H01205 NP_001031722.1
H01206 NP_001031723.1
H01207 NP_001893.2
H01208 NP_001177392.1
H01209 NP_714964.2
H01210 NP_942009.1
H01211 NP_942010.1
H01212 NP_942011.1
H01213 NP_001119516.1
H01214 NP_942007.1
H01215 NP_942012.1
H01216 NP_942008.1
H01217 NP_976225.1
H01218 NP_005446.2
H01219 NP_776169.2
H01220 NP_001099129.1
H01221 NP_001106279.1
H01222 NP_003829.2
H01223 NP_057062.1
H01224 NP_001002912.4
H01225 NP_001880.2
H01226 NP_001123514.1
H01227 NP_001123515.1
H01228 NP_001128231.1
H01229 NP_612476.1
H01230 NP_001156388.1
H01231 NP_001001933.1
H01232 NP_001123530.1
H01233 NP_689910.2
H01234 NP_000007.1
H01235 NP_001120800.1
H01236 NP_004573.2
H01237 NP_002431.2
H01238 NP_543144.1
H01239 NP_694541.2
H01240 NP_001153483.1
H01241 NP_112227.1
H01242 XP_173015.1
H01243 NP_005473.1
H01244 NP_777283.1
H01245 NP_036225.2
H01246 NP_056349.1
H01247 NP_055832.3
H01248 NP_963918.1
H01249 NP_963920.1
H01250 NP_940951.1
H01251 XP_003119007.1
H01252 NP_653174.3
H01253 NP_001165780.1
H01254 NP_003893.2
H01255 NP_008965.2
H01256 NP_060125.4
H01257 NP_000950.1
H01258 NP_001034674.1
H01259 NP_006811.2
H01260 NP_006408.3
H01261 NP_071442.2
H01262 NP_036434.1
H01263 NP_078962.4
H01264 NP_002722.1
H01265 NP_997461.1
H01266 NP_891993.1
H01267 NP_001010971.1
H01268 NP_001128135.1
H01269 NP_001128136.1
H01270 NP_067056.2
H01271 NP_490649.1
H01272 NP_079341.2
H01273 NP_005265.1
H01274 XP_003119008.1
H01275 NP_004379.1
H01276 NP_054740.3
H01277 NP_001159765.1
H01278 NP_001159889.1
H01279 NP_001159766.1
H01280 NP_001159767.1
H01281 NP_036284.1
H01282 NP_694991.2
H01283 NP_060768.8
H01284 NP_660155.2
H01285 NP_115560.1
H01286 NP_932343.1
H01287 NP_003912.1
H01288 XP_938874.1
H01289 NP_036269.1
H01290 NP_001127917.1
H01291 NP_001545.2
H01292 NP_060423.3
H01293 NP_001164141.1
H01294 NP_690850.2
H01295 NP_001171695.1
H01296 NP_001171694.1
H01297 NP_065780.2
H01298 NP_001007023.2
H01299 NP_006527.1
H01300 NP_001276.2
H01301 NP_036260.2
H01302 NP_057093.1
H01303 NP_004252.2
H01304 NP_976086.1
H01305 NP_036394.1
H01306 NP_001127964.1
H01307 NP_006760.1
H01308 NP_006247.1
H01309 NP_001505.1
H01310 NP_001008661.1
H01311 NP_001008662.1
H01312 NP_062556.2
H01313 NP_001156008.1
H01314 NP_060754.2
H01315 NP_002044.2
H01316 NP_004111.2
H01317 NP_997281.2
H01318 NP_443173.2
H01319 NP_443174.1
H01320 NP_001127958.1
H01321 NP_940862.2
H01322 NP_056165.1
H01323 NP_001127948.1
H01324 NP_115646.2
H01325 NP_060573.2
H01326 NP_001127951.1
H01327 NP_892021.1
H01328 NP_892020.1
H01329 NP_064447.1
H01330 NP_958357.1
H01331 NP_115562.3
H01332 NP_057704.2
H01333 NP_001017975.3
H01334 NP_003494.1
H01335 NP_001127891.1
H01336 NP_001127892.1
H01337 NP_003234.2
H01338 NP_001717.2
H01339 NP_997072.1
H01340 NP_775838.3
H01341 NP_899065.2
H01342 NP_056052.2
H01343 NP_001012425.1
H01344 NP_444504.1
H01345 NP_079089.2
H01346 NP_005254.2
H01347 NP_001120687.1
H01348 NP_001120688.1
H01349 NP_005656.4
H01350 NP_000960.2
H01351 NP_001006606.2
H01352 NP_031384.1
H01353 NP_001157864.1
H01354 NP_001157863.1
H01355 NP_001157865.1
H01356 NP_057124.3
H01357 NP_001161302.1
H01358 NP_996769.2
H01359 NP_001929.1
H01360 NP_060207.2
H01361 NP_001157945.1
H01362 NP_001020119.1
H01363 NP_003558.1
H01364 NP_055412.2
H01365 NP_002052.1
H01366 NP_000341.2
H01367 NP_004806.3
H01368 NP_002849.1
H01369 NP_001116146.1
H01370 NP_001984.1
H01371 NP_001171567.1
H01372 NP_001107578.1
H01373 NP_689582.2
H01374 NP_001830.1
H01375 NP_659425.1
H01376 NP_689700.1
H01377 NP_056300.2
H01378 NP_001121614.1
H01379 NP_067013.1
H01380 NP_000101.2
H01381 NP_001153773.1
H01382 NP_057060.2
H01383 NP_689424.2
H01384 NP_001010861.1
H01385 NP_001032394.1
H01386 NP_055654.2
H01387 NP_001159724.1
H01388 NP_060204.1
H01389 NP_001013682.2
H01390 NP_000019.2
H01391 NP_000634.2
H01392 NP_000635.2
H01393 NP_000633.2
H01394 NP_000637.2
H01395 NP_000636.2
H01396 NP_036375.1
H01397 NP_149044.2
H01398 NP_919268.1
H01399 NP_061956.2
H01400 NP_653221.1
H01401 NP_001909.2
H01402 NP_003720.1
H01403 NP_001124313.1
H01404 NP_003663.2
H01405 NP_201569.1
H01406 NP_201570.1
H01407 NP_071332.2
H01408 NP_001069.1
H01409 NP_542413.1
H01410 NP_001028197.1
H01411 NP_001430.1
H01412 NP_598003.2
H01413 NP_001138356.1
H01414 NP_057042.2
H01415 NP_001070863.1
H01416 NP_001070862.1
H01417 NP_001391.2
H01418 NP_477518.2
H01419 NP_542197.3
H01420 NP_001177638.1
H01421 NP_001845.3
H01422 NP_542196.2
H01423 NP_060089.1
H01424 NP_066188.1
H01425 NP_000690.1
H01426 NP_001008222.1
H01427 NP_004029.2
H01428 NP_001008219.1
H01429 NP_001008220.1
H01430 NP_060607.2
H01431 NP_001106697.1
H01432 NP_001106699.1
H01433 NP_055732.2
H01434 NP_006104.4
H01435 NP_001073343.1
H01436 NP_037518.3
H01437 NP_998816.1
H01438 NP_001137461.1
H01439 XP_003119016.1
H01440 NP_001137459.1
H01441 NP_001137460.1
H01442 NP_001010883.2
H01443 NP_653185.2
H01444 NP_001096062.1
H01445 NP_060531.2
H01446 NP_001138409.1
H01447 NP_009200.2
H01448 NP_689976.2
H01449 NP_037428.3
H01450 NP_055942.1
H01451 NP_001041675.1
H01452 NP_055784.3
H01453 NP_001136022.1
H01454 NP_001136023.1
H01455 NP_005636.1
H01456 NP_064526.1
H01457 NP_001116433.1
H01458 NP_065826.2
H01459 NP_006504.2
H01460 NP_001399.1
H01461 NP_001005290.1
H01462 NP_001027462.1
H01463 NP_116025.1
H01464 NP_001010985.2
H01465 NP_002950.3
H01466 NP_002781.2
H01467 NP_001035799.1
H01468 NP_699171.3
H01469 NP_872386.1
H01470 NP_001127872.1
H01471 NP_001127874.1
H01472 NP_001127875.1
H01473 NP_001127876.1
H01474 NP_065754.2
H01475 NP_114142.3
H01476 NP_006487.1
H01477 NP_005263.1
H01478 NP_631895.1
H01479 NP_004028.3
H01480 NP_981949.1
H01481 NP_671489.1
H01482 NP_000841.1
H01483 NP_001135840.1
H01484 NP_000839.1
H01485 NP_000552.2
H01486 NP_666533.1
H01487 XP_003119010.1
H01488 NP_000842.2
H01489 NP_000840.2
H01490 NP_078802.2
H01491 NP_573444.2
H01492 NP_620641.1
H01493 NP_000748.3
H01494 NP_757349.1
H01495 NP_757350.1
H01496 NP_757351.1
H01497 NP_006612.2
H01498 NP_149079.2
H01499 NP_006483.2
H01500 NP_981957.1
H01501 XP_001719170.1
H01502 NP_001010898.1
H01503 NP_001034663.1
H01504 NP_004969.2
H01505 XP_003119011.1
H01506 NP_073605.4
H01507 NP_004687.1
H01508 NP_006393.2
H01509 NP_115790.1
H01510 NP_005540.1
H01511 NP_004965.1
H01512 NP_002223.3
H01513 NP_000551.1
H01514 NP_001035122.1
H01515 NP_060842.3
H01516 NP_001006946.1
H01517 NP_848549.3
H01518 NP_001007795.1
H01519 NP_006081.1
H01520 NP_079177.2
H01521 NP_001020368.1
H01522 NP_003991.2
H01523 NP_001020370.1
H01524 NP_970615.2
H01525 NP_068569.2
H01526 NP_857594.2
H01527 NP_002548.3
H01528 NP_077007.1
H01529 NP_001679.2
H01530 NP_777556.1
H01531 NP_001075445.1
H01532 NP_065734.5
H01533 NP_000668.1
H01534 NP_002875.1
H01535 NP_001010935.1
H01536 NP_945120.1
H01537 NP_061972.1
H01538 NP_009135.4
H01539 NP_004971.2
H01540 NP_751948.1
H01541 NP_061174.1
H01542 NP_004176.2
H01543 NP_078613.1
H01544 NP_060214.2
H01545 NP_620055.1
H01546 NP_620056.1
H01547 NP_620057.1
H01548 NP_006126.1
H01549 NP_066014.1
H01550 NP_001123551.1
H01551 NP_001036143.1
H01552 NP_786886.1
H01553 NP_001036144.1
H01554 NP_005158.5
H01555 NP_001004440.1
H01556 NP_877436.1
H01557 XP_060943.1
H01558 NP_003042.3
H01559 NP_001159968.1
H01560 NP_055628.1
H01561 NP_001136254.1
H01562 NP_690864.2
H01563 NP_006599.2
H01564 NP_060834.2
H01565 NP_057051.3
H01566 NP_036543.4
H01567 NP_001180360.1
H01568 NP_001010922.1
H01569 NP_006585.2
H01570 NP_073747.1
H01571 NP_938009.1
H01572 NP_689909.2
H01573 NP_938010.1
H01574 NP_852003.1
H01575 NP_064575.1
H01576 NP_995320.1
H01577 NP_056990.3
H01578 NP_148980.2
H01579 NP_005863.1
H01580 NP_940861.3
H01581 NP_001166097.1
H01582 NP_000027.2
H01583 NP_002515.1
H01584 NP_001123995.1
H01585 NP_009089.4
H01586 NP_001007554.1
H01587 NP_079349.2
H01588 NP_001095866.1
H01589 NP_003167.2
H01590 NP_000540.2
H01591 NP_005716.2
H01592 NP_002497.2
H01593 XP_003119012.1
H01594 NP_001165882.1
H01595 NP_001165883.1
H01596 NP_620409.1
H01597 NP_001223.2
H01598 NP_005590.1
H01599 NP_001104531.1
H01600 NP_060890.2
H01601 NP_689580.2
H01602 NP_000692.2
H01603 NP_001153705.1
H01604 NP_001153706.1
H01605 NP_001770.1
H01606 NP_001138294.1
H01607 NP_001533.2
H01608 NP_001007238.1
H01609 NP_001758.2
H01610 NP_065173.2
H01611 NP_004249.2
H01612 NP_003585.3
H01613 NP_079464.2
H01614 NP_001139107.1
H01615 NP_078902.2
H01616 NP_006690.1
H01617 NP_060179.2
H01618 NP_060156.1
H01619 NP_001129061.1
H01620 NP_006775.1
H01621 NP_996879.1
H01622 NP_689593.2
H01623 NP_056651.1
H01624 NP_957715.1
H01625 NP_057611.1
H01626 NP_001005783.1
H01627 NP_000189.1
H01628 NP_001159592.1
H01629 NP_000853.1
H01630 XP_003119013.1
H01631 NP_001073939.1
H01632 NP_006614.2
H01633 NP_005509.1
H01634 NP_001159579.1
H01635 NP_114433.1
H01636 NP_001152824.1
H01637 NP_001152825.1
H01638 NP_001041445.1
H01639 NP_068566.2
H01640 NP_077719.2
H01641 NP_001094380.1
H01642 XP_001721445.3
H01643 NP_001017986.1
H01644 NP_001004340.2
H01645 XP_001715394.2
H01646 XP_002344484.1
H01647 NP_001116540.1
H01648 NP_997301.2
H01649 XP_001134398.3
H01650 NP_001137355.1
H01651 NP_001032764.1
H01652 NP_055459.4
H01653 NP_001002812.1
H01654 NP_001002811.1
H01655 NP_071754.3
H01656 NP_001002810.1
H01657 NP_004883.2
H01658 NP_982283.2
H01659 NP_001034792.3
H01660 NP_998818.1
H01661 NP_660320.3
H01662 NP_998817.1
H01663 NP_973733.1
H01664 NP_006463.3
H01665 NP_115681.1
H01666 NP_001034977.1
H01667 NP_714924.1
H01668 NP_005096.1
H01669 NP_003837.1
H01670 NP_001171724.1
H01671 NP_003628.2
H01672 NP_653299.3
H01673 NP_006090.2
H01674 NP_001012776.1
H01675 NP_006459.3
H01676 NP_055270.1
H01677 NP_008984.1
H01678 NP_002605.2
H01679 NP_001091081.1
H01680 NP_001091082.2
H01681 NP_001091085.1
H01682 NP_899228.4
H01683 XP_003119173.1
H01684 XP_003119175.1
H01685 XP_003119179.1
H01686 XP_003119178.1
H01687 XP_003119183.1
H01688 XP_003119182.1
H01689 XP_003119181.1
H01690 XP_003119174.1
H01691 XP_003119176.1
H01692 XP_003119185.1
H01693 XP_003119184.1
H01694 XP_003119177.1
H01695 XP_003119187.1
H01696 XP_003119188.1
H01697 XP_003119180.1
H01698 XP_003119189.1
H01699 XP_003119186.1
H01700 XP_003119198.1
H01701 XP_003119193.1
H01702 XP_003119190.1
H01703 XP_003119191.1
H01704 XP_003119192.1
H01705 XP_003119201.1
H01706 XP_003119199.1
H01707 XP_003119202.1
H01708 XP_003119194.1
H01709 XP_003119195.1
H01710 XP_003119200.1
H01711 XP_003119196.1
H01712 XP_003119197.1
H01713 NP_005390.1
H01714 NP_001138301.1
H01715 NP_001452.2
H01716 NP_001138302.1
H01717 NP_004275.3
H01718 NP_004317.2
H01719 NP_057445.3
H01720 NP_005257.2
H01721 NP_859054.1
H01722 NP_005258.2
H01723 NP_057418.1
H01724 NP_001095133.1
H01725 XP_001715985.3
H01726 NP_839944.1
H01727 NP_056198.1
H01728 XP_001129280.1
H01729 NP_001157733.1
H01730 NP_775909.2
H01731 NP_001164226.1
H01732 NP_001137504.1
H01733 NP_001096133.1
H01734 NP_001157734.1
H01735 NP_001129261.1
H01736 XP_935771.2
H01737 XP_002342193.1
H01738 XP_001133559.1
H01739 NP_000557.1
H01740 NP_001154806.1
H01741 NP_001019770.1
H01742 NP_001116847.1
H01743 NP_003539.1
H01744 NP_066403.2
H01745 NP_003507.1
H01746 NP_001035807.1
H01747 NP_001005464.1
H01748 NP_001029249.1
H01749 NP_003519.1
H01750 NP_003508.1
H01751 NP_778235.1
H01752 NP_057158.1
H01753 NP_055664.3
H01754 NP_005841.1
H01755 NP_870988.2
H01756 NP_001139334.1
H01757 NP_064590.2
H01758 NP_009190.2
H01759 NP_057358.2
H01760 NP_001129950.1
H01761 NP_112182.1
H01762 NP_001129951.1
H01763 NP_036245.1
H01764 NP_001071096.1
H01765 NP_057106.2
H01766 NP_078855.2
H01767 NP_653298.1
H01768 NP_061870.1
H01769 NP_114107.1
H01770 NP_004689.1
H01771 NP_056018.2
H01772 NP_079426.2
H01773 NP_004416.2
H01774 NP_073155.2
H01775 NP_061905.2
H01776 NP_079284.2
H01777 NP_877495.1
H01778 NP_068779.1
H01779 NP_004427.1
H01780 NP_996925.1
H01781 NP_996928.1
H01782 NP_996929.1
H01783 NP_996926.1
H01784 NP_996927.1
H01785 NP_996930.1
H01786 NP_997051.1
H01787 NP_060648.2
H01788 NP_115508.2
H01789 NP_004070.3
H01790 NP_000387.1
H01791 NP_848514.1
H01792 NP_001659.1
H01793 NP_001138887.1
H01794 NP_036564.3
H01795 NP_071358.1
H01796 NP_859530.1
H01797 NP_003559.2
H01798 NP_001156730.1
H01799 NP_060849.2
H01800 NP_001156731.1
H01801 NP_001035307.1
H01802 NP_001156732.1
H01803 NP_067045.1
H01804 NP_612122.2
H01805 NP_001153114.1
H01806 NP_060330.2
H01807 NP_001033796.1
H01808 NP_064624.1
H01809 NP_006809.1
H01810 NP_653219.1
H01811 NP_112175.2
H01812 NP_001171532.1
H01813 NP_001171533.1
H01814 NP_078851.2
H01815 NP_001130015.1
H01816 NP_997716.1
H01817 NP_076946.1
H01818 NP_037485.2
H01819 NP_005988.1
H01820 NP_003548.1
H01821 NP_001129108.1
H01822 NP_001129109.1
H01823 NP_001129110.1
H01824 NP_002801.1
H01825 NP_065883.1
H01826 NP_002642.1
H01827 NP_000440.1
H01828 NP_001020774.1
H01829 NP_003935.2
H01830 NP_002787.2
H01831 NP_055915.2
H01832 NP_997054.1
H01833 NP_665739.3
H01834 NP_001181866.1
H01835 NP_001181867.1
H01836 NP_065821.1
H01837 NP_064512.1
H01838 NP_001119809.1
H01839 NP_112180.4
H01840 NP_009116.3
H01841 NP_001166120.1
H01842 NP_001166119.1
H01843 NP_001138428.1
H01844 NP_113608.1
H01845 NP_001128411.1
H01846 NP_057262.2
H01847 NP_001077433.1
H01848 NP_006853.2
H01849 NP_001077434.1
H01850 NP_001077432.1
H01851 NP_001004432.1
H01852 NP_005051.2
H01853 NP_001001523.1
H01854 NP_001129475.1
H01855 NP_872384.1
H01856 XP_003118552.1
H01857 NP_444283.2
H01858 NP_002957.1
H01859 NP_005611.1
H01860 XP_001718307.2
H01861 NP_001008536.1
H01862 NP_009044.2
H01863 NP_001116437.1
H01864 NP_001009931.1
H01865 NP_002007.1
H01866 NP_001014364.1
H01867 NP_057274.1
H01868 NP_848525.1
H01869 NP_061933.1
H01870 NP_848522.1
H01871 NP_115952.1
H01872 NP_848521.1
H01873 NP_848520.1
H01874 NP_848518.1
H01875 NP_848517.1
H01876 NP_848516.1
H01877 NP_055172.1
H01878 NP_848515.1
H01879 NP_848133.1
H01880 NP_001019850.1
H01881 NP_001020402.1
H01882 NP_848131.1
H01883 NP_848130.1
H01884 NP_848129.1
H01885 NP_848128.1
H01886 NP_848126.1
H01887 NP_848125.1
H01888 NP_001122072.1
H01889 NP_109588.2
H01890 NP_005538.2
H01891 NP_775103.1
H01892 NP_005978.2
H01893 NP_005407.1
H01894 NP_001091058.1
H01895 NP_003116.2
H01896 NP_008876.3
H01897 NP_005979.1
H01898 NP_001017418.1
H01899 NP_001019380.2
H01900 NP_001014450.1
H01901 NP_001014313.1
H01902 NP_001010857.1
H01903 NP_000418.2
H01904 NP_443123.1
H01905 NP_065126.2
H01906 NP_002956.1
H01907 NP_005612.1
H01908 NP_002955.2
H01909 NP_789793.1
H01910 NP_001038944.2
H01911 NP_002954.2
H01912 NP_055439.1
H01913 NP_002953.2
H01914 NP_062427.1
H01915 NP_002952.1
H01916 NP_002951.1
H01917 NP_005969.1
H01918 NP_525127.1
H01919 NP_065723.1
H01920 NP_005970.1
H01921 NP_001019381.1
H01922 NP_001019382.1
H01923 NP_001019383.1
H01924 NP_001019384.1
H01925 NP_006262.1
H01926 NP_056422.2
H01927 NP_036569.1
H01928 NP_004506.2
H01929 NP_000897.3
H01930 NP_075391.3
H01931 NP_077306.1
H01932 XP_002342202.1
H01933 NP_065750.1
H01934 NP_055671.2
H01935 NP_859066.1
H01936 NP_055252.2
H01937 NP_570968.1
H01938 NP_006685.1
H01939 NP_002861.1
H01940 NP_001021.1
H01941 NP_997191.2
H01942 NP_001152956.1
H01943 NP_705935.1
H01944 NP_001036816.1
H01945 NP_001036817.1
H01946 NP_001036818.1
H01947 NP_689476.2
H01948 NP_001010979.1
H01949 NP_001092086.1
H01950 NP_056264.1
H01951 NP_620077.1
H01952 NP_055662.3
H01953 NP_001120792.1
H01954 NP_006109.2
H01955 NP_001018238.1
H01956 NP_536354.2
H01957 NP_065185.1
H01958 NP_001005855.1
H01959 NP_000556.1
H01960 NP_852004.1
H01961 NP_001010846.1
H01962 NP_872305.3
H01963 NP_001091945.1
H01964 NP_060052.3
H01965 NP_000739.1
H01966 NP_001102.2
H01967 NP_056655.2
H01968 NP_056656.2
H01969 NP_001180424.1
H01970 NP_001020278.1
H01971 NP_002240.3
H01972 NP_740752.1
H01973 NP_006547.1
H01974 NP_065385.2
H01975 NP_612157.1
H01976 NP_892113.4
H01977 NP_001123512.1
H01978 NP_003020.2
H01979 NP_001123513.1
H01980 NP_001817.1
H01981 NP_079483.3
H01982 NP_958800.1
H01983 NP_001171820.1
H01984 NP_001171821.1
H01985 NP_061125.1
H01986 NP_056956.2
H01987 NP_653223.2
H01988 NP_689707.2
H01989 NP_001137159.1
H01990 NP_003806.3
H01991 NP_997077.1
H01992 NP_997078.1
H01993 NP_997079.1
H01994 NP_997080.1
H01995 NP_997074.1
H01996 NP_872631.1
H01997 NP_872632.2
H01998 NP_005218.1
H01999 NP_004943.1
H02000 NP_872626.1
H02001 NP_004419.2
H02002 NP_061333.2
H02003 NP_001116311.1
H02004 NP_001116309.1
H02005 NP_061846.2
H02006 NP_714963.1
H02007 NP_776251.1
H02008 NP_079334.3
H02009 NP_001037855.1
H02010 NP_001037856.1
H02011 NP_001037857.1
H02012 NP_002447.4
H02013 NP_001018016.1
H02014 NP_001018017.1
H02015 NP_001037858.1
H02016 NP_009043.1
H02017 NP_002446.2
H02018 NP_942584.1
H02019 NP_001005742.1
H02020 NP_001005741.1
H02021 NP_000148.2
H02022 NP_001165283.1
H02023 NP_001165282.1
H02024 NP_006580.2
H02025 NP_937995.1
H02026 NP_005689.2
H02027 NP_443069.1
H02028 NP_003984.2
H02029 NP_065948.1
H02030 NP_000289.1
H02031 NP_870986.1
H02032 NP_001995.1
H02033 NP_001129293.1
H02034 NP_001129294.1
H02035 NP_001034606.1
H02036 NP_001098673.1
H02037 NP_001098674.1
H02038 NP_001098675.1
H02039 NP_055143.2
H02040 NP_060959.2
H02041 NP_060586.2
H02042 NP_620829.1
H02043 NP_620830.1
H02044 NP_387506.1
H02045 NP_004623.1
H02046 NP_001032622.1
H02047 NP_115668.4
H02048 NP_689493.3
H02049 NP_008843.1
H02050 NP_055764.2
H02051 NP_871001.1
H02052 NP_001155855.1
H02053 NP_001155856.1
H02054 NP_004714.2
H02055 NP_003136.1
H02056 NP_064516.2
H02057 NP_054736.1
H02058 NP_001138736.1
H02059 NP_065120.2
H02060 NP_001087194.1
H02061 NP_733821.1
H02062 NP_733822.1
H02063 NP_005563.1
H02064 NP_071762.2
H02065 NP_001180229.1
H02066 NP_001180230.1
H02067 NP_001180231.1
H02068 NP_055470.1
H02069 NP_009152.2
H02070 NP_954642.1
H02071 NP_079173.2
H02072 NP_940798.1
H02073 NP_056142.2
H02074 NP_115699.1
H02075 NP_653181.1
H02076 NP_001004319.1
H02077 NP_001008800.1
H02078 NP_005989.3
H02079 NP_653228.1
H02080 NP_065140.3
H02081 NP_006356.1
H02082 NP_005911.1
H02083 NP_839943.2
H02084 NP_001099139.2
H02085 NP_658985.2
H02086 NP_056405.2
H02087 NP_872620.1
H02088 NP_068589.1
H02089 NP_068767.3
H02090 NP_940819.1
H02091 NP_006608.1
H02092 NP_001869.1
H02093 NP_112242.1
H02094 NP_057081.3
H02095 NP_001136032.1
H02096 NP_663781.1
H02097 NP_078816.2
H02098 NP_001119522.1
H02099 NP_001119523.1
H02100 NP_004485.1
H02101 NP_005964.3
H02102 NP_003966.2
H02103 NP_001154913.1
H02104 NP_001154916.1
H02105 NP_001154914.1
H02106 NP_001154915.1
H02107 NP_001007793.1
H02108 NP_055030.1
H02109 NP_002520.2
H02110 NP_001012331.1
H02111 NP_001073940.1
H02112 NP_653303.2
H02113 NP_055599.1
H02114 NP_937879.1
H02115 NP_001004341.1
H02116 NP_001138784.1
H02117 NP_005231.1
H02118 NP_112571.2
H02119 NP_112572.1
H02120 NP_443171.2
H02121 NP_110391.2
H02122 NP_443170.1
H02123 NP_001152870.1
H02124 NP_001152869.1
H02125 NP_005885.1
H02126 NP_060710.3
H02127 NP_001757.1
H02128 NP_001754.2
H02129 NP_001756.2
H02130 NP_001755.1
H02131 NP_001036050.1
H02132 NP_001172037.1
H02133 NP_001036048.1
H02134 NP_001172039.1
H02135 NP_001172041.1
H02136 NP_001172042.1
H02137 NP_001036051.1
H02138 NP_001172043.1
H02139 NP_001172036.1
H02140 NP_112155.2
H02141 NP_001172044.1
H02142 NP_001036049.1
H02143 NP_001036052.1
H02144 NP_001004475.1
H02145 NP_001004476.1
H02146 NP_001004473.1
H02147 NP_001004472.1
H02148 NP_001005189.1
H02149 NP_001153797.1
H02150 NP_001004477.1
H02151 NP_001004478.1
H02152 NP_003117.2
H02153 NP_001005279.1
H02154 NP_001005327.2
H02155 NP_001005184.1
H02156 NP_001005185.1
H02157 NP_001005278.1
H02158 NP_002423.1
H02159 XP_001725621.1
H02160 NP_945148.1
H02161 NP_945147.1
H02162 NP_689714.2
H02163 NP_945146.1
H02164 NP_005522.2
H02165 NP_004824.1
H02166 NP_067012.1
H02167 NP_001120645.1
H02168 NP_002027.2
H02169 NP_001116423.1
H02170 NP_001992.1
H02171 NP_001004467.1
H02172 NP_036483.2
H02173 NP_001004469.1
H02174 NP_001630.1
H02175 NP_000558.2
H02176 NP_060293.2
H02177 NP_001004310.2
H02178 NP_064510.1
H02179 NP_001127705.1
H02180 NP_001013683.1
H02181 NP_036469.2
H02182 NP_003555.1
H02183 NP_065840.2
H02184 NP_001128522.1
H02185 NP_254273.2
H02186 NP_001139644.1
H02187 NP_001139645.1
H02188 NP_660150.1
H02189 NP_002232.2
H02190 NP_004974.2
H02191 NP_443100.1
H02192 NP_000693.1
H02193 NP_653300.2
H02194 NP_001001734.1
H02195 NP_001222.3
H02196 NP_003759.1
H02197 NP_056541.2
H02198 XP_002342187.1
H02199 NP_002848.1
H02200 NP_001180573.1
H02201 NP_004362.2
H02202 NP_001091868.1
H02203 NP_056146.1
H02204 NP_005589.1
H02205 NP_065068.1
H02206 NP_443163.1
H02207 NP_001171643.1
H02208 NP_001171644.1
H02209 NP_001171645.1
H02210 NP_003865.1
H02211 NP_001171808.1
H02212 NP_001171811.1
H02213 NP_001171810.1
H02214 NP_003028.1
H02215 NP_001769.2
H02216 NP_067004.3
H02217 NP_002339.2
H02218 NP_001028839.1
H02219 NP_057466.1
H02220 NP_001160135.1
H02221 NP_001160136.1
H02222 NP_060095.2
H02223 NP_543154.1
H02224 NP_058642.1
H02225 NP_001106677.1
H02226 NP_001106678.1
H02227 NP_001106676.1
H02228 NP_009053.1
H02229 NP_996888.1
H02230 NP_859071.2
H02231 NP_001020769.1
H02232 NP_112178.2
H02233 NP_689579.3
H02234 NP_001007256.1
H02235 NP_036526.2
H02236 NP_001172021.1
H02237 NP_005591.1
H02238 NP_001172022.1
H02239 NP_001172023.1
H02240 NP_127491.1
H02241 NP_001034800.1
H02242 NP_001034801.1
H02243 NP_057490.2
H02244 NP_036607.3
H02245 NP_001014443.1
